date,nation,visitor,growth,share,age0-20,age21-30,age31-40,age41-50,age51-60,age61,male,female,crewman,tourism,business,official affairs,studying,others
2019-5,Japan,286273,25.98380496,19.26876779,20144,71069,47535,51611,47821,45462,104270,179372,2631,279174,2019,91,715,4274
2019-5,Taiwan,101779,15.25978438,6.850649263,10262,21375,25044,18819,13791,11481,32707,68065,1007,100004,84,11,234,1446
2019-5,Hong Kong,57026,-0.512909979,3.838366705,5934,13256,10654,9285,10340,6612,17219,38862,945,55756,56,2,147,1065
2019-5,Macao,2909,-7.208931419,0.195802068,182,924,853,368,365,216,758,2150,1,2885,1,0,13,10
2019-5,Phillipines,50569,18.36758579,3.403752076,5084,6991,7129,5841,3647,2491,14645,16538,19386,29015,201,176,56,21121
2019-5,Indonesia,18936,-0.634937293,1.274564443,1662,3677,3053,2189,1472,1001,6964,6090,5882,11464,154,152,75,7091
2019-5,Thailand,52660,1.530868006,3.54449533,4348,15554,12607,7457,4588,2623,14714,32463,5483,45671,61,445,71,6412
2019-5,Vietnam,44416,31.89214871,2.989599403,4331,10596,10812,6071,4813,2431,19493,19561,5362,32528,1073,368,2338,8109
2019-5,India,13858,19.20860215,0.932769014,539,1892,2822,1716,823,431,6498,1725,5635,4483,2896,99,92,6288
2019-5,Malaysia,31217,22.79521674,2.101187063,3527,7075,6795,4640,3959,2900,11284,17612,2321,28485,116,1,57,2558
2019-5,Singapore,20114,1.750303521,1.353854521,1705,4983,3656,3311,3146,2022,7546,11277,1291,18448,152,2,71,1441
2019-5,Mongolia,8014,2.835878352,0.539414842,648,1390,2591,2037,988,318,3899,4073,42,6742,95,283,390,504
2019-5,Uzbekistan,6839,-0.754607459,0.460326691,239,1706,2403,1186,505,299,4721,1617,501,3055,830,3,152,2799
2019-5,Myanmar,6556,1.126021903,0.441278226,132,1395,1221,515,248,89,2971,629,2956,1990,17,83,33,4433
2019-5,*GCC,930,-27.79503106,0.06259743,126,287,243,144,69,38,655,252,23,819,21,2,51,37
2019-5,Kazakhstan,4585,-1.142733937,0.30861206,494,1263,1087,651,461,339,1998,2297,290,3349,15,9,38,1174
2019-5,Turkey,2492,-2.312818503,0.167734188,40,376,506,332,148,93,1038,457,997,1334,12,78,45,1023
2019-5,Cambodia,4236,-3.507972665,0.285121197,218,2164,1210,257,204,177,2953,1277,6,1484,44,144,22,2542
2019-5,Sri Lanka,1538,-9.101654846,0.103521341,10,429,606,160,80,31,1249,67,222,251,64,2,7,1214
2019-5,Bangladesh,1225,4.880136986,0.082453604,39,315,384,168,60,15,865,116,244,242,102,106,30,745
2019-5,Pakistan,854,-25.28433946,0.057481941,68,194,270,160,75,31,686,112,56,290,180,19,62,303
2019-5,Israel,1409,9.735202492,0.094838472,38,251,243,284,218,365,908,491,10,1331,9,0,3,66
2019-5,Iran,271,-62.41331484,0.018240756,15,44,109,55,26,9,190,68,13,146,62,5,13,45
2019-5,Asia others,4786,-23.7776716,0.322141182,223,1513,1423,615,299,164,3086,1151,549,1953,348,214,61,2210
2019-5,USA,95815,13.25516247,6.449218003,10775,17360,14919,13668,16001,17242,47995,41970,5850,76044,368,3153,308,15942
2019-5,Canada,19439,4.224974532,1.308420902,1511,5140,3135,2421,3254,2702,9036,9127,1276,15237,47,27,49,4079
2019-5,Brazil,2054,20.89464391,0.138252818,103,389,504,299,196,169,947,713,394,1550,18,14,15,457
2019-5,Mexico,2565,24.21307506,0.17264775,99,532,557,315,328,226,1144,913,508,1934,3,13,68,547
2019-5,America others,3646,12.6003706,0.245408849,103,814,919,500,331,325,1649,1343,654,2779,29,36,48,754
2019-5,Russia,32955,23.48709109,2.218170217,3189,6583,7569,4882,3353,1613,14269,12920,5766,24861,165,39,87,7803
2019-5,UK,11522,6.655558641,0.77553504,446,2383,2371,1794,1946,1624,6615,3949,958,9737,137,16,44,1588
2019-5,Germany,10103,4.165377874,0.680023477,427,1748,2307,1770,1810,998,6418,2642,1043,8262,220,23,213,1385
2019-5,France,10395,10.7028754,0.699677724,620,2571,2027,1683,1352,1220,5653,3820,922,8254,267,54,430,1390
2019-5,Italy,4856,8.417057379,0.326852817,82,594,892,995,669,396,2681,947,1228,3400,61,19,54,1322
2019-5,Netherland,3348,8.560311284,0.225350748,166,717,586,584,540,344,1991,946,411,2737,31,5,57,518
2019-5,Ukraine,2397,6.438721137,0.161339827,51,299,293,176,126,42,686,301,1410,698,89,2,10,1598
2019-5,Spain,2403,6.468763846,0.161743682,70,496,576,547,269,258,1479,737,187,2032,20,17,64,270
2019-5,Romania,1122,3.03030303,0.07552077,8,127,215,110,76,26,366,196,560,542,4,1,8,567
2019-5,Norway,820,-4.982618772,0.055193433,36,171,154,162,156,109,555,233,32,716,19,0,32,53
2019-5,Sweden,1655,4.879594423,0.111396502,86,435,334,294,270,167,1042,544,69,1485,24,8,36,102
2019-5,Poland,2259,20.80213904,0.152051176,52,382,568,320,141,119,985,597,677,1489,10,3,26,731
2019-5,Swiss,1585,9.159779614,0.106684867,68,332,294,290,303,240,1012,515,58,1434,22,1,30,98
2019-5,Portugal,916,12.53071253,0.061655103,32,161,217,173,120,80,433,350,133,749,12,0,6,149
2019-5,Austria,992,3.657262278,0.066770592,22,214,230,169,137,99,614,257,121,800,4,3,14,171
2019-5,Finland,1329,9.653465347,0.089453747,48,306,178,195,159,65,562,389,378,864,12,7,57,389
2019-5,Belgium,1245,22.41887906,0.083799785,16,257,245,247,219,128,783,329,133,1012,21,4,23,185
2019-5,Croatia,569,17.31958763,0.038298858,8,48,89,66,36,23,221,49,299,252,5,1,2,309
2019-5,Greece,749,-2.727272727,0.050414489,16,87,155,136,96,50,459,81,209,495,21,2,1,230
2019-5,Bulgaria,639,0.947867299,0.043010492,11,70,84,89,59,39,204,148,287,330,3,2,2,302
2019-5,Denmark,1181,16.12586037,0.079492005,86,264,187,218,229,89,745,328,108,979,14,11,29,148
2019-5,Ireland,752,0.939597315,0.050616416,20,207,159,143,93,67,450,239,63,619,14,2,1,116
2019-5,Europe others,3962,19.30141524,0.266678513,134,695,797,575,302,223,1708,1018,1236,2495,44,22,55,1346
2019-5,Austrailia,13558,8.707504811,0.912576295,972,1808,2442,2294,2282,3446,7049,6195,314,12114,77,46,50,1271
2019-5,New Zealand,3172,4.514003295,0.213504352,234,469,574,397,649,706,1685,1344,143,2550,21,8,3,590
2019-5,Oceania others,638,19.69981238,0.042943183,39,124,127,127,71,39,312,215,111,499,2,10,6,121
2019-5,South Africa,1064,-2.115915363,0.071616844,15,243,174,120,95,48,393,302,369,513,9,7,2,533
2019-5,Africa others,3214,-24.30522845,0.216331333,91,506,691,484,298,104,1670,504,1040,1208,578,72,93,1263
2019-5,Stateless,72,1.408450704,0.004846253,4,7,19,7,10,6,34,19,19,44,3,0,0,25
2019-5,Overseas Korean,18788,-18.95086493,1.264602702,322,1285,1856,3575,5606,6144,7694,11094,0,0,0,0,0,18788
2019-6,China,475007,25.03770818,32.1772936,27351,138838,133662,60406,54228,47686,169793,292378,12836,395196,3743,399,14680,60989
2019-6,Japan,282476,20.05287025,19.13511419,18006,77298,51694,51452,45179,36174,98280,181523,2673,275286,1901,136,771,4382
2019-6,Taiwan,118437,15.14052672,8.023002023,19121,26305,26066,22281,13404,10350,37622,79905,910,116323,84,24,719,1287
2019-6,Hong Kong,61728,-6.665053828,4.181496229,9344,14229,10823,10073,10151,6341,18462,42499,767,60526,46,2,280,874
2019-6,Macao,3622,-5.701640198,0.245356716,479,1268,883,417,352,223,982,2640,0,3556,1,0,55,10
2019-6,Phillipines,40748,8.505086009,2.760296921,3371,6607,6006,4561,2868,1641,12415,12639,15694,22430,174,166,80,17898
2019-6,Indonesia,27880,22.10397232,1.888609948,5310,5677,4581,4066,2391,1561,12320,11266,4294,19928,182,346,223,7201
2019-6,Thailand,37684,-8.132618235,2.552739501,2392,11601,8936,4711,2916,1646,10342,21860,5482,30596,61,308,115,6604
2019-6,Vietnam,58339,20.79718397,3.95192309,10409,11320,12393,9385,6434,3113,23902,29152,5285,45005,1098,542,3490,8204
2019-6,India,13249,28.0591533,0.897496169,749,2171,3089,1867,839,332,7088,1959,4202,4892,3084,194,121,4958
2019-6,Malaysia,25538,-7.561443515,1.729961293,3317,6290,5083,3826,2943,1926,9790,13595,2153,22652,121,5,139,2621
2019-6,Singapore,24743,7.033784661,1.676107458,4952,5511,3490,4619,2808,2096,10238,13238,1267,23162,128,11,50,1392
2019-6,Mongolia,9244,1.326318097,0.626194776,1520,1717,2922,1942,847,259,4093,5114,37,7647,74,284,584,655
2019-6,Uzbekistan,7295,8.074074074,0.494168206,490,1871,2397,1295,480,280,4938,1875,482,3429,862,5,197,2802
2019-6,Myanmar,6303,6.559594252,0.426969458,107,1404,1102,393,185,64,2716,539,3048,1621,15,154,71,4442
2019-6,*GCC,4736,82.50481696,0.320819825,897,1109,1341,651,427,155,2831,1749,156,4318,42,12,112,252
2019-6,Kazakhstan,4829,6.108547572,0.327119707,836,1315,1014,727,373,250,2018,2497,314,3472,13,2,98,1244
2019-6,Turkey,2835,13.44537815,0.192044806,160,490,554,353,167,130,1111,743,981,1613,6,137,37,1042
2019-6,Cambodia,3733,35.99271403,0.25287593,198,1966,1027,263,174,104,2504,1228,1,1274,48,192,30,2189
2019-6,Sri Lanka,1819,-5.751295337,0.123220283,24,746,540,152,57,26,1437,108,274,245,76,5,14,1479
2019-6,Bangladesh,1260,0.398406375,0.085353247,56,366,381,148,74,21,928,118,214,237,144,93,41,745
2019-6,Pakistan,979,-11.88118812,0.066318118,83,275,318,182,76,22,814,142,23,356,228,29,61,305
2019-6,Israel,940,4.910714286,0.063676232,28,164,225,238,160,115,714,216,10,879,10,1,1,49
2019-6,Iran,384,-34.24657534,0.026012418,18,71,141,71,43,16,276,84,24,252,52,8,16,56
2019-6,Asia others,6396,10.65743945,0.433269341,428,2333,1798,796,469,173,4356,1641,399,2797,456,360,133,2650
2019-6,USA,105398,11.24738764,7.139731395,25567,16732,13859,17788,15491,10452,52374,47515,5509,86508,367,3470,350,14703
2019-6,Canada,16133,11.10116383,1.092860269,2206,3547,2573,2299,2469,1723,7417,7400,1316,12012,38,26,46,4011
2019-6,Brazil,1924,19.13312693,0.130333054,146,442,470,310,154,108,881,749,294,1481,19,23,18,383
2019-6,Mexico,2361,16.13379242,0.159935728,245,624,378,306,225,127,960,945,456,1821,7,3,47,483
2019-6,America others,3370,20.1426025,0.228286066,259,941,799,463,272,178,1576,1336,458,2732,14,41,47,536
2019-6,Russia,28666,6.97865353,1.941854116,5006,5402,5961,4069,2345,1327,11588,12522,4556,21774,175,33,110,6574
2019-6,UK,11155,5.375023616,0.755647201,932,2745,1965,1643,1795,1278,6305,4053,797,9538,129,10,46,1432
2019-6,Germany,8947,6.208452042,0.606075796,817,1592,1821,1615,1540,648,5571,2462,914,7284,209,25,160,1269
2019-6,France,8559,10.92534992,0.579792415,765,2493,1513,1336,1005,648,4650,3110,799,6915,229,25,297,1093
2019-6,Italy,4136,4.470825966,0.280175421,242,630,747,820,577,280,2295,1001,840,3039,47,13,68,969
2019-6,Netherland,2900,11.79645335,0.19644795,174,641,514,494,433,213,1637,832,431,2252,41,4,35,568
2019-6,Ukraine,1941,0.674273859,0.131484645,87,257,249,146,87,27,597,256,1088,606,83,3,21,1228
2019-6,Spain,2590,21.3683224,0.175448342,225,551,583,547,295,239,1479,961,150,2238,27,7,51,267
2019-6,Romania,984,0.1017294,0.066656822,22,124,191,110,72,38,328,229,427,524,9,7,5,439
2019-6,Norway,1156,5.186533212,0.078308217,229,313,176,182,144,85,649,480,27,1069,27,0,11,49
2019-6,Sweden,2079,2.413793103,0.140832858,394,608,272,364,290,89,1103,914,62,1926,26,9,31,87
2019-6,Poland,2201,29.54679223,0.14909722,157,434,443,291,161,83,926,643,632,1479,12,0,20,690
2019-6,Swiss,1239,2.143446002,0.083930693,119,299,217,213,217,132,771,426,42,1132,19,3,14,71
2019-6,Portugal,868,4.704463209,0.058798904,68,180,213,161,109,40,390,381,97,751,5,0,2,110
2019-6,Austria,889,8.150851582,0.060221458,56,174,183,155,147,74,542,247,100,743,6,1,12,127
2019-6,Finland,1338,12.24832215,0.09063702,211,251,184,195,125,40,537,469,332,946,9,1,36,346
2019-6,Belgium,1181,29.21225383,0.080001734,89,259,212,216,176,105,711,346,124,986,19,1,10,165
2019-6,Croatia,403,-7.780320366,0.027299491,5,41,76,54,27,14,181,36,186,207,2,0,1,193
2019-6,Greece,765,-3.164556962,0.051821614,26,83,165,117,86,69,439,107,219,508,18,1,3,235
2019-6,Bulgaria,448,-13.84615385,0.030347821,7,59,73,48,32,7,157,69,222,215,1,1,0,231
2019-6,Denmark,939,7.191780822,0.063608491,77,257,132,179,153,54,587,265,87,767,7,8,27,130
2019-6,Ireland,820,7.894736842,0.055547351,64,226,180,153,98,42,488,275,57,682,6,5,7,120
2019-6,Europe others,3519,21.09428768,0.238379426,233,712,707,520,234,106,1461,1051,1007,2213,46,32,47,1181
2019-6,Austrailia,13201,11.48551643,0.894244617,1811,2065,2129,2421,2112,2390,6796,6132,273,11804,77,61,57,1202
2019-6,New Zealand,3547,23.84776536,0.240276165,504,550,641,529,595,582,1873,1528,146,2949,12,15,1,570
2019-6,Oceania others,604,15.93090211,0.040915366,42,118,121,103,95,44,290,233,81,503,4,9,1,87
2019-6,South Africa,973,13.4032634,0.065911674,66,301,200,128,101,43,428,411,134,689,3,7,3,271
2019-6,Africa others,3625,14.24519382,0.245559938,165,763,927,620,337,148,2074,886,665,1822,662,68,116,957
2019-6,Stateless,44,-42.10526316,0.00298059,2,5,11,10,6,3,25,12,7,33,2,0,0,9
2019-6,Overseas Korean,17111,-19.61760699,1.159110646,459,1284,1890,3982,4906,4590,6912,10199,0,0,0,0,0,17111
2019-7,China,519132,26.51357299,35.84999865,73000,136470,132334,67717,50810,45511,186367,319475,13290,439699,3587,356,10847,64643
2019-7,Japan,274830,19.22589713,18.9790942,29935,74999,45684,51048,41920,28827,95905,176508,2417,267816,1855,149,694,4316
2019-7,Taiwan,113587,16.26576318,7.844043128,30750,16713,20271,25784,11140,8216,39999,72875,713,112231,75,22,184,1075
2019-7,Hong Kong,59036,1.135799085,4.076883183,14776,10055,9485,11751,7629,4578,20878,37396,762,57868,50,1,212,905
2019-7,Macao,5246,-5.52854313,0.362276055,1575,1162,1090,693,407,319,1705,3541,0,5207,1,0,23,15
2019-7,Phillipines,29074,-0.557512741,2.007780027,1651,4215,3960,2964,1854,907,8468,7083,13523,13795,160,171,121,14827
2019-7,Indonesia,18260,1.101821605,1.260991377,2333,4187,3404,2519,1346,539,8062,6266,3932,11279,146,255,230,6350
2019-7,Thailand,37278,11.47727273,2.574328398,2711,11238,8904,4717,2683,1510,10535,21228,5515,30132,58,230,108,6750
2019-7,Vietnam,52521,13.41179011,3.626973061,8985,11103,10993,8094,5436,2643,21621,25633,5267,39404,1049,348,3062,8658
2019-7,India,10432,5.065968375,0.720408655,448,1688,2524,1576,668,300,5899,1305,3228,3509,2828,51,142,3902
2019-7,Malaysia,16831,7.244806933,1.162308098,1730,4669,3599,2300,1561,764,6528,8095,2208,14055,124,8,128,2516
2019-7,Singapore,10992,-4.591615311,0.759080899,701,2800,1899,2088,1580,615,4442,5241,1309,9392,138,6,43,1413
2019-7,Mongolia,8766,-3.351708931,0.60535873,1666,1928,2372,1760,758,243,3857,4870,39,6941,78,233,740,774
2019-7,Uzbekistan,7405,5.831070459,0.511371366,555,2050,2306,1247,442,253,4949,1904,552,3444,600,1,336,3024
2019-7,Myanmar,5421,-14.07513077,0.374361131,105,1106,965,367,173,43,2307,452,2662,1657,12,114,72,3566
2019-7,*GCC,4638,15.92101975,0.320289047,1554,1064,849,621,377,130,2379,2216,43,4494,5,13,40,86
2019-7,Kazakhstan,4953,11.45364536,0.342042185,995,1349,1034,607,387,239,2001,2610,342,3612,11,4,81,1245
2019-7,Turkey,2962,10.39880731,0.204548546,202,532,514,378,151,57,1125,709,1128,1684,18,34,34,1192
2019-7,Cambodia,2565,2.313522138,0.177132688,283,1240,633,181,135,90,1652,910,3,961,56,141,51,1356
2019-7,Sri Lanka,1355,-11.14754098,0.093573018,54,496,468,121,42,18,1073,126,156,241,54,3,38,1019
2019-7,Bangladesh,1196,-12.25238445,0.082592863,65,326,347,162,88,21,867,142,187,221,135,119,72,649
2019-7,Pakistan,1087,-9.79253112,0.075065587,115,256,373,190,93,26,882,171,34,389,212,27,114,345
2019-7,Israel,1320,11.29848229,0.091156003,201,217,252,278,216,155,880,439,1,1274,8,4,4,30
2019-7,Iran,318,-54.82954545,0.02196031,43,42,110,59,35,13,215,87,16,178,57,11,26,46
2019-7,Asia others,5878,2.06633096,0.405920444,620,2007,1566,750,331,133,3925,1482,471,2541,471,163,229,2474
2019-7,USA,97428,7.929544699,6.728141723,23904,15300,13328,16637,14065,8381,47919,43696,5813,77224,359,3486,190,16169
2019-7,Canada,16103,7.339021464,1.112034181,3506,2979,2300,2643,2184,1169,7271,7510,1322,11868,36,37,51,4111
2019-7,Brazil,1979,22.84295469,0.136664947,282,463,426,284,160,97,905,807,267,1582,16,10,29,342
2019-7,Mexico,3253,11.59519726,0.224644302,598,903,488,395,290,137,1311,1500,442,2669,8,4,81,491
2019-7,America others,3494,17.92102599,0.241287178,516,935,727,446,300,177,1579,1522,393,2823,21,44,104,502
2019-7,Russia,28421,0.569709837,1.962685428,5628,5966,5151,3540,2292,1146,10755,12968,4698,21331,164,43,109,6774
2019-7,UK,10826,1.338575307,0.747617341,1878,2290,1871,1764,1583,750,6129,4007,690,9208,128,14,44,1432
2019-7,Germany,9675,6.306999231,0.668132068,1594,1740,1731,1658,1579,441,5781,2962,932,7953,211,29,109,1373
2019-7,France,10716,11.79968701,0.740021007,2300,2695,1738,1632,1138,380,5347,4536,833,9121,207,48,217,1123
2019-7,Italy,4388,14.89918827,0.303024653,337,716,811,893,625,188,2514,1056,818,3259,62,13,36,1018
2019-7,Netherland,4141,16.02689829,0.285967431,795,1072,468,606,592,180,2197,1516,428,3500,49,10,43,539
2019-7,Ukraine,2230,5.437352246,0.153998399,114,364,309,183,117,32,758,361,1111,813,100,5,31,1281
2019-7,Spain,3066,15.30650621,0.211730535,368,746,646,626,344,158,1657,1231,178,2709,18,20,35,284
2019-7,Romania,945,4.419889503,0.065259411,57,142,163,99,65,12,337,201,407,503,8,1,6,427
2019-7,Norway,1494,15.54524362,0.103172022,332,396,202,248,211,78,774,693,27,1398,19,4,18,55
2019-7,Sweden,1727,9.79020979,0.119262437,293,516,275,292,205,73,986,668,73,1558,19,6,13,131
2019-7,Poland,1954,3.167898627,0.134938508,231,408,349,255,117,56,763,653,538,1330,12,1,24,587
2019-7,Swiss,2029,22.59818731,0.140117826,460,532,272,285,306,123,1089,889,51,1921,13,4,15,76
2019-7,Portugal,957,-1.340206186,0.066088102,160,203,182,178,113,51,453,434,70,850,5,1,6,95
2019-7,Austria,1174,8.502772643,0.081073597,180,259,210,182,149,85,654,411,109,1000,6,0,17,151
2019-7,Finland,1013,6.29590766,0.069955327,119,197,122,117,81,20,368,288,357,622,8,0,14,369
2019-7,Belgium,1549,20.92115535,0.106970189,295,429,216,236,208,62,828,618,103,1374,15,1,13,146
2019-7,Croatia,455,4.118993135,0.031421198,13,73,89,72,39,18,256,48,151,289,3,0,2,161
2019-7,Greece,799,13.81766382,0.055177005,76,118,133,132,97,48,464,140,195,569,11,5,1,213
2019-7,Bulgaria,543,6.0546875,0.037498265,51,78,69,85,42,13,217,121,205,311,2,3,8,219
2019-7,Denmark,1507,24.64846981,0.10406977,312,423,162,247,207,68,802,617,88,1348,8,10,15,126
2019-7,Ireland,806,8.187919463,0.055660408,109,232,143,129,96,40,466,283,57,658,6,2,2,138
2019-7,Europe others,4106,24.34887947,0.283550416,537,1077,652,516,245,105,1769,1363,974,2858,36,47,57,1108
2019-7,Austrailia,11840,3.037159516,0.817641725,2220,2087,2012,2255,1658,1310,6091,5451,298,10403,79,40,40,1278
2019-7,New Zealand,2799,4.831460674,0.193292161,466,462,508,412,449,359,1400,1256,143,2176,14,5,5,599
2019-7,Oceania others,566,-1.393728223,0.039086589,62,131,108,84,82,30,290,207,69,464,4,9,8,81
2019-7,South Africa,933,-1.582278481,0.06443072,60,278,183,123,116,59,457,362,114,647,4,3,4,275
2019-7,Africa others,4423,7.694180667,0.305441668,328,1072,969,719,414,120,2567,1055,801,2364,719,94,190,1056
2019-7,Stateless,58,-3.333333333,0.00400534,6,9,7,9,10,4,27,18,13,40,0,0,1,17
2019-7,Overseas Korean,15587,-20.07486412,1.07640047,646,1183,1702,3842,4375,3839,6241,9346,0,0,0,0,0,15587
2019-8,China,578112,20.90852052,36.44407517,78339,160089,142873,76689,57236,46840,216737,345329,16046,451570,3625,388,44291,78238
2019-8,Japan,329652,4.643123562,20.78120203,73005,86736,44324,56869,40649,25113,113714,212982,2956,318985,2195,165,2957,5350
2019-8,Taiwan,109273,8.710964314,6.888550015,27979,20487,19175,22826,11041,6752,37471,70789,1013,106682,73,17,1088,1413
2019-8,Hong Kong,65958,4.039623326,4.157980305,17324,10910,9862,13538,8452,5022,23780,41328,850,64438,74,6,474,966
2019-8,Macao,6321,-1.542056075,0.398474689,1892,1247,1254,944,549,434,2174,4146,1,6258,3,0,49,11
2019-8,Phillipines,41817,37.28947109,2.636136063,1166,4750,5078,3102,1809,860,9660,7105,25052,13342,144,157,305,27869
2019-8,Indonesia,18210,15.28234996,1.147955083,1202,4007,2885,1896,1160,491,6701,4940,6569,8337,103,262,814,8694
2019-8,Thailand,32830,15.128349,2.06959722,2071,9056,7269,4133,2621,1754,9448,17456,5926,24857,50,318,423,7182
2019-8,Vietnam,43583,17.52190913,2.747464381,5706,10881,9670,5962,4391,1906,18868,19648,5067,28562,1020,245,4152,9604
2019-8,India,17001,60.23562677,1.071739943,503,2057,2938,1596,708,334,6465,1671,8865,3870,2850,114,341,9826
2019-8,Malaysia,20520,6.774898533,1.293577062,2717,5781,3784,2816,1941,1052,7695,10396,2429,16892,115,13,690,2810
2019-8,Singapore,13008,9.837034535,0.82002195,798,3102,2547,2282,1865,1117,5147,6564,1297,11003,206,8,367,1424
2019-8,Mongolia,9626,-7.602226915,0.606821287,1954,2418,2557,1647,757,241,4368,5206,52,5984,106,228,1762,1546
2019-8,Uzbekistan,7983,5.09478673,0.503246866,923,2441,2298,1127,446,229,5356,2108,519,2707,590,9,1379,3298
2019-8,Myanmar,5523,5.159939071,0.348168914,113,1221,1048,351,137,43,2348,565,2610,1373,9,80,212,3849
2019-8,*GCC,5285,23.85751113,0.333165437,1559,1524,1053,550,419,133,2627,2611,47,4922,15,19,178,151
2019-8,Kazakhstan,4948,7.917121047,0.311921019,971,1417,965,647,372,224,1969,2627,352,2810,14,20,611,1493
2019-8,Turkey,3015,-5.692837035,0.190065051,244,710,488,326,150,57,1087,888,1040,1625,17,45,212,1116
2019-8,Cambodia,2619,21.19389172,0.165101283,205,1178,815,173,110,138,1739,880,0,1008,51,137,158,1265
2019-8,Sri Lanka,1916,18.05298829,0.120784291,31,591,618,172,67,23,1320,182,414,401,47,7,84,1377
2019-8,Bangladesh,1868,20.51612903,0.11775838,98,611,604,212,101,33,1438,221,209,381,142,89,271,985
2019-8,Pakistan,1191,1.794871795,0.075080423,82,457,388,121,84,20,979,173,39,315,181,22,340,333
2019-8,Israel,1110,-7.883817427,0.069974198,155,255,163,235,166,133,708,399,3,1029,10,1,17,53
2019-8,Iran,526,-12.91390728,0.033158944,107,114,157,76,44,15,321,192,13,348,29,7,63,79
2019-8,Asia others,6449,25.17468944,0.406543785,748,2169,1731,774,374,140,4003,1933,513,2715,397,209,799,2329
2019-8,USA,86586,11.98541109,5.458365668,13912,16819,13577,13230,12918,9952,43314,37094,6178,62072,450,3224,1552,19288
2019-8,Canada,16700,13.71374098,1.052764958,2530,3744,2655,2403,2375,1341,7645,7403,1652,11304,43,34,175,5144
2019-8,Brazil,2188,23.5460192,0.137931121,241,475,490,298,155,139,1006,792,390,1587,21,13,98,469
2019-8,Mexico,2809,36.09496124,0.177078848,249,687,482,359,243,138,1133,1025,651,1862,11,12,235,689
2019-8,America others,4200,34.87475915,0.264767235,293,1041,839,463,337,242,1691,1524,985,2723,18,34,308,1117
2019-8,Russia,28700,24.7771836,1.809242772,4587,6150,5524,4148,2723,1445,10968,13609,4123,20964,133,39,592,6972
2019-8,UK,13116,17.82249371,0.826830251,1891,3266,2195,1860,1672,970,7029,4825,1262,9810,141,26,239,2900
2019-8,Germany,11159,11.47852148,0.703461327,1575,3039,1834,1485,1516,643,6301,3791,1067,8239,236,24,1027,1633
2019-8,France,12984,21.0968103,0.818508995,2656,4238,1882,1646,1229,465,6419,5697,868,9744,246,75,1420,1499
2019-8,Italy,5915,38.29787234,0.372880523,455,1088,1061,824,628,300,2650,1706,1559,3861,87,30,212,1725
2019-8,Netherland,3961,16.91263282,0.249700718,634,1074,482,565,492,203,2171,1279,511,2848,47,11,401,654
2019-8,Ukraine,2904,32.66331658,0.183067631,137,346,309,191,98,26,748,359,1797,711,63,5,64,2061
2019-8,Spain,4554,34.53471196,0.28708333,600,1121,1061,775,554,259,2431,1939,184,3926,29,18,253,328
2019-8,Romania,1432,54.64362851,0.090273019,67,187,182,158,83,25,415,287,730,638,10,3,32,749
2019-8,Norway,803,-18.31129196,0.050620974,97,236,129,136,117,54,479,290,34,584,36,3,116,64
2019-8,Sweden,1490,9.478324761,0.093929329,183,573,230,198,174,78,846,590,54,1114,35,2,219,120
2019-8,Poland,2326,18.79468846,0.146630616,243,558,416,305,131,74,903,824,599,1571,10,3,95,647
2019-8,Swiss,1664,18.26581379,0.104898257,205,601,256,227,224,114,970,657,37,1478,22,0,80,84
2019-8,Portugal,1342,29.78723404,0.084599436,235,272,202,208,164,59,570,570,202,1055,6,0,46,235
2019-8,Austria,1218,13.40782123,0.076782498,132,368,199,151,159,86,654,441,123,966,9,2,78,163
2019-8,Finland,1075,5.083088954,0.067767804,68,279,124,121,98,39,445,284,346,546,11,2,145,371
2019-8,Belgium,1305,27.0691334,0.082266962,182,336,239,213,163,76,723,486,96,995,17,4,112,177
2019-8,Croatia,614,49.02912621,0.038706448,6,47,57,75,50,15,197,53,364,223,11,0,6,374
2019-8,Greece,778,13.41107872,0.049044978,40,100,168,123,76,79,427,159,192,508,36,0,7,227
2019-8,Bulgaria,751,25.16666667,0.047342903,57,107,65,72,45,14,186,174,391,321,4,1,27,398
2019-8,Denmark,1045,4.291417166,0.06587661,75,425,132,170,122,42,569,397,79,728,13,10,162,132
2019-8,Ireland,932,15.92039801,0.05875311,66,281,202,134,91,45,548,271,113,579,9,3,20,321
2019-8,Europe others,4668,22.61623325,0.29426987,401,1170,686,521,272,200,1776,1474,1418,2668,38,20,382,1560
2019-8,Austrailia,13647,17.88027987,0.860304394,1111,1667,2045,2000,2080,4388,6992,6299,356,12019,95,42,108,1383
2019-8,New Zealand,3112,13.86754482,0.196179913,271,519,521,406,492,752,1628,1333,151,2436,21,10,11,634
2019-8,Oceania others,609,-0.163934426,0.038391249,104,136,149,94,36,24,304,239,66,519,1,6,9,74
2019-8,South Africa,1887,27.5862069,0.118956136,61,659,322,159,138,71,659,751,477,634,6,1,11,1235
2019-8,Africa others,4864,16.97931698,0.306625674,380,1219,1202,656,410,121,2702,1286,876,2081,593,165,841,1184
2019-8,Stateless,57,-24,0.00359327,2,16,4,10,13,5,29,21,7,36,1,0,8,12
2019-8,Overseas Korean,16560,-17.72246236,1.043939383,1019,1466,1757,3797,4571,3950,6938,9622,0,0,0,0,0,16560
2019-9,China,541350,24.56424947,37.08730228,23689,168939,153165,67744,63315,52249,198669,330432,12249,432018,3873,447,25545,79467
